title,journal,authors,year,url,doi,Print-ISSN,E-ISSN,Category,Subcategory,Subcategory,Subcategory
Design of a home multi-robot system for the elderly and disabled,2015 10th System of Systems Engineering Conference (SoSE),"Benavidez, Kumar, Agaian, Jamshidi",2015,http://dx.doi.org/10.1109/sysose.2015.7151907,10.1109/sysose.2015.7151907,,,,,,
Autonomous Wheelchair Robot for Enhanced Airport Accessibility,2023 International Conference on Next Generation Electronics (NEleX),"Luke, Tripathi, Sampson",2023,http://dx.doi.org/10.1109/nelex59773.2023.10420850,10.1109/nelex59773.2023.10420850,,,,,,
Robot-assisted gait training is not superior to intensive overground walking in multiple sclerosis with severe disability (the RAGTIME study): A randomized controlled trial,Multiple Sclerosis Journal,"Straudi, Manfredini, Lamberti, Martinuzzi, Maietti, Basaglia",2020,http://dx.doi.org/10.1177/1352458519833901,10.1177/1352458519833901,13524585,14770970,Life Sciences,,,
Towards Enhanced Social Well-being for the Disabled Using Humanoid Robot with Eye Tracker,2021 IEEE International Conference on Robotics and Biomimetics (ROBIO),"Zhang, Wang, Fang, Sun",2021,http://dx.doi.org/10.1109/robio54168.2021.9739574,10.1109/robio54168.2021.9739574,,,,,,
Assistive robot hand for the disabled,"IEEE SMC'99 Conference Proceedings. 1999 IEEE International Conference on Systems, Man, and Cybernetics (Cat. No.99CH37028)","Yamamoto, Sakai, Funakoshi, Ishimatsu",0,http://dx.doi.org/10.1109/icsmc.1999.814070,10.1109/icsmc.1999.814070,,,,,,
Designing and Implementation of a Wireless Gesture Controlled Robot for Disabled and Elderly People,"2019 International Conference on Electrical, Computer and Communication Engineering (ECCE)","Alam, Yousuf",2019,http://dx.doi.org/10.1109/ecace.2019.8679290,10.1109/ecace.2019.8679290,,,,,,
"Play, Games, and Toys",The Routledge History of Childhood in the Western World,Cross,0,http://dx.doi.org/10.4324/9780203075715.ch14,10.4324/9780203075715.ch14,,,,,,
Learner personality type effect on attitude toward social assistive robotics in learning for children with disabilities,"2022 2nd International Conference on Innovative Research in Applied Science, Engineering and Technology (IRASET)","Gouraguine, Salhi, Qbadou, Mansouri",2022,http://dx.doi.org/10.1109/iraset52964.2022.9738138,10.1109/iraset52964.2022.9738138,,,,,,
Case Study 1 | London | Education: Mentors Support Students to Reach their Educational Goals,Children and Young People Now,,2015,http://dx.doi.org/10.12968/cypn.2015.20.36,10.12968/cypn.2015.20.36,,,,,,
IoT based Low-cost Posture and Bluetooth Controlled Robot for Disabled and Virus Affected People,International Journal of Advanced Computer Science and Applications,"Akhund, Hossain, Kubra, -, Barros, Whaiduzzaman",0,http://dx.doi.org/10.14569/ijacsa.2022.0130879,10.14569/ijacsa.2022.0130879,2158107X,21565570,Physical Sciences,Computer Science,,
Pick and place mobile robot for the disabled through voice commands,2016 2nd IEEE International Symposium on Robotics and Manufacturing Automation (ROMA),"Sai Kit, Venkatratnam",2016,http://dx.doi.org/10.1109/roma.2016.7847799,10.1109/roma.2016.7847799,,,,,,
Design and development of a social assistive robot for music and game activities: a case study in a residential facility for disabled people,2022 44th Annual International Conference of the IEEE Engineering in Medicine &amp; Biology Society (EMBC),"Sorrentino, Fiorini, Viola, Cavallo",2022,http://dx.doi.org/10.1109/embc48229.2022.9871513,10.1109/embc48229.2022.9871513,,,,,,
Contingency-Aware Task Assignment and Scheduling for Human-Robot Teams,2023 IEEE International Conference on Robotics and Automation (ICRA),"Dhanaraj, Narayan, Nikolaidis, Gupta",2023,http://dx.doi.org/10.1109/icra48891.2023.10160806,10.1109/icra48891.2023.10160806,,,,,,
Development of an AI-Robotics 3D Printed Circle of Command for Enhancing Accessibility and Mobility in Individuals with Mobility Issues,Signal Image Processing and Multimedia,"Shih, Sahagun",2023,http://dx.doi.org/10.5121/csit.2023.130910,10.5121/csit.2023.130910,,,,,,
Classifying a Person’s Degree of Accessibility From Natural Body Language During Social Human–Robot Interactions,IEEE Transactions on Cybernetics,"McColl, Jiang, Nejat",2017,http://dx.doi.org/10.1109/tcyb.2016.2520367,10.1109/tcyb.2016.2520367,21682267,21682275,Physical Sciences,Computer Science,Engineering,
Accessibility to surgical robot technology and prostate-cancer patient behavior for prostatectomy,Japanese Journal of Clinical Oncology,"Sugihara, Yasunaga, Matsui, Nagao, Ishikawa, Fujimura, Fukuhara, Fushimi, Ohori, Homma",2017,http://dx.doi.org/10.1093/jjco/hyx052,10.1093/jjco/hyx052,03682811,14653621,Life Sciences,"Biochemistry, Genetics and Molecular Biology",,
Evaluating the role of a humanoid robot to support learning in children with profound and multiple disabilities,Journal of Assistive Technologies,"Hedgecock, Standen, Beer, Brown, S. Stewart",2014,http://dx.doi.org/10.1108/jat-02-2014-0006,10.1108/jat-02-2014-0006,17549450,20428723,Health Sciences,,,
MINDBOT: DESIGN AND IMPLEMENTATION OF A MIND-CONTROLLED EDUCATIONAL ROBOT TOY FOR DISABLED CHILDREN,Science Journal of University of Zakho,"Khalid, Ali",0,http://dx.doi.org/10.25271/sjuoz.2024.12.1.1195,10.25271/sjuoz.2024.12.1.1195,,,,,,
Design of elderly-assistant mobile servant robot,Indonesian Journal of Electrical Engineering and Computer Science,"Son Nguyen, Tung Than, Nhut Do, Nhan Nguyen",0,http://dx.doi.org/10.11591/ijeecs.v26.i3.pp1338-1350,10.11591/ijeecs.v26.i3.pp1338-1350,25024752,25024760,Physical Sciences,Computer Science,Engineering,Mathematics
Disability in the Fourth Industrial Revolution,Developmental Medicine &amp; Child Neurology,Delgado,2019,http://dx.doi.org/10.1111/dmcn.14296,10.1111/dmcn.14296,,,,,,
Slow walking model for children with multiple disabilities via an application of humanoid robot,Mechanical Systems and Signal Processing,"Wang, Peyrodie, Cao, Agnani, Watelain, Wang",2016,http://dx.doi.org/10.1016/j.ymssp.2015.07.010,10.1016/j.ymssp.2015.07.010,08883270,10961216,Physical Sciences,Computer Science,Engineering,
Robotic Interventions for Learning (ROB-I-LEARN),Companion of the 2023 ACM/IEEE International Conference on Human-Robot Interaction,"Arora, Arora, Sivakumar, McIntyre",2023,http://dx.doi.org/10.1145/3568294.3580088,10.1145/3568294.3580088,,,,,,
An Interaction Behavior Decision-Making Model of Service Robots for the Disabled Based on Human–Robot Empathy,IEEE Access,"Zhu, Zhang, Qiu, Chepinskiy",2024,http://dx.doi.org/10.1109/access.2024.3358614,10.1109/access.2024.3358614,21693536,,Physical Sciences,Computer Science,Engineering,
Prototype of a BCI-Based Autonomous Communicating Robot for Disability Assessment,Studies in Computational Intelligence,"Zammouri, Zerouali",2021,http://dx.doi.org/10.1007/978-3-030-72065-0_12,10.1007/978-3-030-72065-0_12,1860949X,18609503,Physical Sciences,Computer Science,,
Does robot-assisted gait training improve ambulation in highly disabled multiple sclerosis people? A pilot randomized control trial,Multiple Sclerosis Journal,"Pompa, Morone, Iosa, Pace, Catani, Casillo, Clemenzi, Troisi, Tonini, Paolucci, Grasso",2017,http://dx.doi.org/10.1177/1352458516663033,10.1177/1352458516663033,13524585,14770970,Life Sciences,,,
Usability Study of Tele-controlled Service Robot for Increasing the Quality of Life of Elderly and Disabled – “ROBCO 17”,Mechanisms and Machine Science,"Chivarov, Chikurtev, Rangelov, Markov, Gigov, Shivarov, Yovchev, Miteva",2019,http://dx.doi.org/10.1007/978-3-030-00232-9_13,10.1007/978-3-030-00232-9_13,22110984,22110992,Physical Sciences,Engineering,,
"For students with disabilities: Section 504, ESSA, the ADAAA, and the IDEA","Grading, Reporting, Graduating…and the Law",,2020,http://dx.doi.org/10.4135/9781071803103.n5,10.4135/9781071803103.n5,,,,,,
Using Inferred Gestures from sEMG Signal to Teleoperate a Domestic Robot for the Disabled,Lecture Notes in Computer Science,"Nasri, Gomez-Donoso, Orts-Escolano, Cazorla",2019,http://dx.doi.org/10.1007/978-3-030-20518-8_17,10.1007/978-3-030-20518-8_17,,,,,,
Development and Application of Scaffolding Based Humanoid Robot Education Program for Students with Disabilities,Journal of The Korean Association of Information Education,"Unknown, Koh, Park, Lee",2023,http://dx.doi.org/10.14352/jkaie.2023.27.3.361,10.14352/jkaie.2023.27.3.361,,,,,,
JUST TELL ME: A Robot-assisted E-health Solution for People with Lower-extremity Disability,"2023 9th International Conference on Automation, Robotics and Applications (ICARA)","Coutras, Obidat, Zhu, Wang",2023,http://dx.doi.org/10.1109/icara56516.2023.10125947,10.1109/icara56516.2023.10125947,,,,,,
Cognitive Ability Profiles in Families of Reading‐disabled Children,Developmental Medicine &amp; Child Neurology,"Decker, DeFries",1981,http://dx.doi.org/10.1111/j.1469-8749.1981.tb02444.x,10.1111/j.1469-8749.1981.tb02444.x,,,,,,
Robot Assisted Laparoscopic Surgery in Gynaecology: An Evolving Assistive Technology,Surgical Innovation,"Xie, Wood, Dasgupta, Aydin",2024,http://dx.doi.org/10.1177/15533506241238038,10.1177/15533506241238038,15533506,15533514,Health Sciences,,,
Intelligent modular service mobile robot ROBCO 12 for elderly and disabled persons care,2014 23rd International Conference on Robotics in Alpe-Adria-Danube Region (RAAD),"Chivarov, Shivarov, Yovchev, Chikurtev, Shivarov",2014,http://dx.doi.org/10.1109/raad.2014.7002238,10.1109/raad.2014.7002238,,,,,,
Remote Operated Human Robot Interactive System using Hand Gestures for Persons with Disabilities,Proceedings of the 16th International Conference on PErvasive Technologies Related to Assistive Environments,"Karim, Nambiappan, Acharya, Makedon",2023,http://dx.doi.org/10.1145/3594806.3594832,10.1145/3594806.3594832,,,,,,
Exploring Skills Gained Through a Robotics Program for Youth With Disabilities,"OTJR: Occupation, Participation and Health",Lindsay,2020,http://dx.doi.org/10.1177/1539449219868276,10.1177/1539449219868276,,,,,,
Development BCI for individuals with severely disability using EMOTIV EEG headset and robot,2014 International Winter Workshop on Brain-Computer Interface (BCI),"Jang, Lee, Lee",2014,http://dx.doi.org/10.1109/iww-bci.2014.6782576,10.1109/iww-bci.2014.6782576,,,,,,
Effect of cyborg-type robot Hybrid Assistive Limb on patients with severe walking disability in acute stroke: A randomized controlled study,Journal of Stroke and Cerebrovascular Diseases,"Yokota, Tanaka, Omae, Kamada, Nishikawa, Koga, Ihara, Fujimoto, Sankai, Nakajima, Minami",2023,http://dx.doi.org/10.1016/j.jstrokecerebrovasdis.2023.107020,10.1016/j.jstrokecerebrovasdis.2023.107020,10523057,15328511,Health Sciences,,,
Using Robot-Assisted Instruction to Teach Students with Intellectual                     Disabilities to Use Personal Narrative in Text Messages,Journal of Special Education Technology,"Pennington, Saadatzi, Welch, Scott",2014,http://dx.doi.org/10.1177/016264341402900404,10.1177/016264341402900404,01626434,23813121,Social Sciences,Computer Science,,
A Map Accessibility Analysis Algorithm for Mobile Robot Navigation in Outdoor Environment,2019 IEEE International Conference on Real-time Computing and Robotics (RCAR),"Yu, Wang, Chen, Wang",2019,http://dx.doi.org/10.1109/rcar47638.2019.9043963,10.1109/rcar47638.2019.9043963,,,,,,
Brain-controlled telepresence robot by motor-disabled people,2011 Annual International Conference of the IEEE Engineering in Medicine and Biology Society,"Tonin, Carlson, Leeb, del R Millan",2011,http://dx.doi.org/10.1109/iembs.2011.6091049,10.1109/iembs.2011.6091049,,,,,,
Enhancing computational thinking in students with autism spectrum disorder and intellectual disabilities: a robot programming approach,International Journal of Developmental Disabilities,"Kim, Kim, Lee",0,http://dx.doi.org/10.1080/20473869.2024.2394735,10.1080/20473869.2024.2394735,20473869,20473877,Social Sciences,,,
Research on Recognition System of Facial Expression for the Robot to Help Elder and Disabled,2018 IEEE 4th Information Technology and Mechatronics Engineering Conference (ITOEC),"Jiang, Li, Zhang",2018,http://dx.doi.org/10.1109/itoec.2018.8740442,10.1109/itoec.2018.8740442,,,,,,
Robot with Dual-Axis Writing Control in Service of Disabled People,Lecture Notes in Mechanical Engineering,"Vani, Angeline",2021,http://dx.doi.org/10.1007/978-981-16-0942-8_52,10.1007/978-981-16-0942-8_52,21954356,21954364,Physical Sciences,Engineering,,
Robot Assisting Water Serving to Disabilities by Voice Control,Proceedings of International Conference on Artificial Life and Robotics,"Chunxin, Chumkamon, Hayashi",2021,http://dx.doi.org/10.5954/icarob.2021.gs6-4,10.5954/icarob.2021.gs6-4,,,,,,
Smart Feeder Robot for Severely Disabled Patients,"2020 IEEE 20th International Conference on Software Quality, Reliability and Security Companion (QRS-C)","Shih, Lai, Ho, Chu",2020,http://dx.doi.org/10.1109/qrs-c51114.2020.00103,10.1109/qrs-c51114.2020.00103,,,,,,
Hybrid Nursing Robot Based on Humanoid Pick-Up Action: Safe Transfers in Living Environments for Lower Limb Disabilities,Actuators,"Li, Wang, Deng",0,http://dx.doi.org/10.3390/act12120438,10.3390/act12120438,,20760825,Physical Sciences,Engineering,Mathematics,
Voice-Guided Mobile Robot System for Disabled People,Advances in Wireless Technologies and Telecommunication,"Tun, Pradhan",2023,http://dx.doi.org/10.4018/978-1-6684-8582-8.ch007,10.4018/978-1-6684-8582-8.ch007,,,,,,
"Assessing the environmental quality of an adapted, play-based LEGO<sup>®</sup> robotics program to achieve optimal outcomes for children with disabilities",Disability and Rehabilitation,"Kolne, Bui, Lindsay",2021,http://dx.doi.org/10.1080/09638288.2020.1743776,10.1080/09638288.2020.1743776,09638288,14645165,Health Sciences,,,
Development of Educational Scenarios for Child-Robot Interaction: The Case of Learning Disabilities,Advances in Intelligent Systems and Computing,"Karageorgiou, Kourampa, Papanikolaou, Kechayas, Avramidou, Sabri, Lytridis, Papakostas, Kaburlasos",2022,http://dx.doi.org/10.1007/978-3-030-82544-7_3,10.1007/978-3-030-82544-7_3,21945357,21945365,Physical Sciences,Computer Science,Engineering,
Development of a Robot-Assisted Rehabilitation Program for Upper-Extremity Disabilities,2022 7th International Conference on Robotics and Automation Engineering (ICRAE),"Fareh, Siddique, Rashid, Almarzooqi, Rahman",2022,http://dx.doi.org/10.1109/icrae56463.2022.10056221,10.1109/icrae56463.2022.10056221,,,,,,
Interaction in Remote Peddling Using Avatar Robot by People with Disabilities,Proceedings of the 10th International Conference on Human-Agent Interaction,"Kanetsuna, Takeuchi, Kato, Sono, Osawa, Yoshifuji, Yamazaki",2022,http://dx.doi.org/10.1145/3527188.3563915,10.1145/3527188.3563915,,,,,,
A Novel Concept of the Rehabilitation Training Coach Robot for Patients with Disability,2017 18th IEEE International Conference on Mobile Data Management (MDM),"Han, Kim, Choi",2017,http://dx.doi.org/10.1109/mdm.2017.65,10.1109/mdm.2017.65,,,,,,
Genetic Algorithm-Driven Optimization for Enhanced Accessibility in Mobile Robotics,"2024 10th International Conference on Control, Automation and Robotics (ICCAR)","Torres, Calumba, Fajardo, Germar, De Luna, Tan",2024,http://dx.doi.org/10.1109/iccar61844.2024.10569344,10.1109/iccar61844.2024.10569344,,,,,,
A multi-modal architecture for human robot communication,2010 10th IEEE-RAS International Conference on Humanoid Robots,"Arumbakkam, Yoshikawa, Dariush, Fujimura",2010,http://dx.doi.org/10.1109/ichr.2010.5686337,10.1109/ichr.2010.5686337,,,,,,
Interdisciplinary Approaches of Studying the Psychosomatic Indicators of Disabled People for the Aims of Medical Programming and Robotics,"Cultural and Historical Heritage: Preservation, Presentation, Digitalization","Unknown, Bogdanova, Galabova, Unknown",0,http://dx.doi.org/10.26615/issn.2367-8038.2020_1_010,10.26615/issn.2367-8038.2020_1_010,,,,,,
